,text,author,sex,period
522,no one made any reply she then yawned again threw aside her book and cast her eyes round the room in quest for some amusement when hearing her brother mentioning a ball to miss bennet she turned suddenly towards him and said by the bye charles are you really serious in meditating a dance at netherfield i would advise you before you determine on it to consult the wishes of the present party i am much mistaken if there are not some among us to whom a ball would be rather a punishment than a pleasure if you mean darcy cried her brother he may go to bed if he chooses before it beginsbut as for the ball it is quite a settled thing and as soon as nicholls has made white soup enough i shall send round my cards i should like balls infinitely better she replied if they were,JaneAustin,female,victorian
523,he mean she was dying to know what could be his meaningand asked elizabeth whether she could at all understand him not at all was her answer but depend upon it he means to be severe on us and our surest way of disappointing him will be to ask nothing about it miss bingley however was incapable of disappointing mr darcy in anything and persevered therefore in requiring an explanation of his two motives i have not the smallest objection to explaining them said he as soon as she allowed him to speak you either choose this method of passing the evening because you are in each others confidence and have secret affairs to discuss or because you are conscious that your figures appear to the greatest advantage in walking if the first i would be completely in your way and if the second i can admire you much better as,JaneAustin,female,victorian
524,opened and darcy after a few moments recollection was not sorry for it he began to feel the danger of paying elizabeth too much attention chapter 12 in consequence of an agreement between the sisters elizabeth wrote the next morning to their mother to beg that the carriage might be sent for them in the course of the day but mrs bennet who had calculated on her daughters remaining at netherfield till the following tuesday which would exactly finish janes week could not bring herself to receive them with pleasure before her answer therefore was not propitious at least not to elizabeths wishes for she was impatient to get home mrs bennet sent them word that they could not possibly have the carriage before tuesday and in her postscript it was added that if mr bingley and his sister pressed them to stay longer she could spare them very well against,JaneAustin,female,victorian
525,time i was kept back by my own doubts fearing lest it might seem disrespectful to his memory for me to be on good terms with anyone with whom it had always pleased him to be at variancethere mrs bennetmy mind however is now made up on the subject for having received ordination at easter i have been so fortunate as to be distinguished by the patronage of the right honourable lady catherine de bourgh widow of sir lewis de bourgh whose bounty and beneficence has preferred me to the valuable rectory of this parish where it shall be my earnest endeavour to demean myself with grateful respect towards her ladyship and be ever ready to perform those rites and ceremonies which are instituted by the church of england as a clergyman moreover i feel it my duty to promote and establish the blessing of peace in all families within the,JaneAustin,female,victorian
526,witnessed such behaviour in a person of ranksuch affability and condescension as he had himself experienced from lady catherine she had been graciously pleased to approve of both of the discourses which he had already had the honour of preaching before her she had also asked him twice to dine at rosings and had sent for him only the saturday before to make up her pool of quadrille in the evening lady catherine was reckoned proud by many people he knew but he had never seen anything but affability in her she had always spoken to him as she would to any other gentleman she made not the smallest objection to his joining in the society of the neighbourhood nor to his leaving the parish occasionally for a week or two to visit his relations she had even condescended to advise him to marry as soon as he could provided he,JaneAustin,female,victorian
527,by a lane from rosings park her ladyships residence i think you said she was a widow sir has she any family she has only one daughter the heiress of rosings and of very extensive property ah said mrs bennet shaking her head then she is better off than many girls and what sort of young lady is she is she handsome she is a most charming young lady indeed lady catherine herself says that in point of true beauty miss de bourgh is far superior to the handsomest of her sex because there is that in her features which marks the young lady of distinguished birth she is unfortunately of a sickly constitution which has prevented her from making that progress in many accomplishments which she could not have otherwise failed of as i am informed by the lady who superintended her education and who still resides with them but,JaneAustin,female,victorian
528,to attend them at the request of mr bennet who was most anxious to get rid of him and have his library to himself for thither mr collins had followed him after breakfast and there he would continue nominally engaged with one of the largest folios in the collection but really talking to mr bennet with little cessation of his house and garden at hunsford such doings discomposed mr bennet exceedingly in his library he had been always sure of leisure and tranquillity and though prepared as he told elizabeth to meet with folly and conceit in every other room of the house he was used to be free from them there his civility therefore was most prompt in inviting mr collins to join his daughters in their walk and mr collins being in fact much better fitted for a walker than a reader was extremely pleased to close his large,JaneAustin,female,victorian
529,with the stranger were become stupid disagreeable fellows some of them were to dine with the phillipses the next day and their aunt promised to make her husband call on mr wickham and give him an invitation also if the family from longbourn would come in the evening this was agreed to and mrs phillips protested that they would have a nice comfortable noisy game of lottery tickets and a little bit of hot supper afterwards the prospect of such delights was very cheering and they parted in mutual good spirits mr collins repeated his apologies in quitting the room and was assured with unwearying civility that they were perfectly needless as they walked home elizabeth related to jane what she had seen pass between the two gentlemen but though jane would have defended either or both had they appeared to be in the wrong she could no more explain such,JaneAustin,female,victorian
530,of the compliment and would hardly have resented a comparison with the housekeepers room in describing to her all the grandeur of lady catherine and her mansion with occasional digressions in praise of his own humble abode and the improvements it was receiving he was happily employed until the gentlemen joined them and he found in mrs phillips a very attentive listener whose opinion of his consequence increased with what she heard and who was resolving to retail it all among her neighbours as soon as she could to the girls who could not listen to their cousin and who had nothing to do but to wish for an instrument and examine their own indifferent imitations of china on the mantelpiece the interval of waiting appeared very long it was over at last however the gentlemen did approach and when mr wickham walked into the room elizabeth felt that she had,JaneAustin,female,victorian
531,therefore at leisure to talk to elizabeth and she was very willing to hear him though what she chiefly wished to hear she could not hope to be toldthe history of his acquaintance with mr darcy she dared not even mention that gentleman her curiosity however was unexpectedly relieved mr wickham began the subject himself he inquired how far netherfield was from meryton and after receiving her answer asked in a hesitating manner how long mr darcy had been staying there about a month said elizabeth and then unwilling to let the subject drop added he is a man of very large property in derbyshire i understand yes replied mr wickham his estate there is a noble one a clear ten thousand per annum you could not have met with a person more capable of giving you certain information on that head than myself for i have been connected with his,JaneAustin,female,victorian
532,much longer i do not at all know but i heard nothing of his going away when i was at netherfield i hope your plans in favour of the shire will not be affected by his being in the neighbourhood oh noit is not for me to be driven away by mr darcy if he wishes to avoid seeing me he must go we are not on friendly terms and it always gives me pain to meet him but i have no reason for avoiding him but what i might proclaim before all the world a sense of very great illusage and most painful regrets at his being what he is his father miss bennet the late mr darcy was one of the best men that ever breathed and the truest friend i ever had and i can never be in company with this mr darcy without being grieved to the,JaneAustin,female,victorian
533,the church ought to have been my professioni was brought up for the church and i should at this time have been in possession of a most valuable living had it pleased the gentleman we were speaking of just now indeed yesthe late mr darcy bequeathed me the next presentation of the best living in his gift he was my godfather and excessively attached to me i cannot do justice to his kindness he meant to provide for me amply and thought he had done it but when the living fell it was given elsewhere good heavens cried elizabeth but how could that be how could his will be disregarded why did you not seek legal redress there was just such an informality in the terms of the bequest as to give me no hope from law a man of honour could not have doubted the intention but mr darcy chose,JaneAustin,female,victorian
534,fellowcreatures in general but did not suspect him of descending to such malicious revenge such injustice such inhumanity as this after a few minutes reflection however she continued i do remember his boasting one day at netherfield of the implacability of his resentments of his having an unforgiving temper his disposition must be dreadful i will not trust myself on the subject replied wickham i can hardly be just to him elizabeth was again deep in thought and after a time exclaimed to treat in such a manner the godson the friend the favourite of his father she could have added a young man too like you whose very countenance may vouch for your being amiablebut she contented herself with and one too who had probably been his companion from childhood connected together as i think you said in the closest manner we were born in the same parish within the,JaneAustin,female,victorian
535,gravity that it was not of the least importance that he considered the money as a mere trifle and begged that she would not make herself uneasy i know very well madam said he that when persons sit down to a cardtable they must take their chances of these things and happily i am not in such circumstances as to make five shillings any object there are undoubtedly many who could not say the same but thanks to lady catherine de bourgh i am removed far beyond the necessity of regarding little matters mr wickhams attention was caught and after observing mr collins for a few moments he asked elizabeth in a low voice whether her relation was very intimately acquainted with the family of de bourgh lady catherine de bourgh she replied has very lately given him a living i hardly know how mr collins was first introduced to her,JaneAustin,female,victorian
536,patroness she is an arrogant conceited woman i believe her to be both in a great degree replied wickham i have not seen her for many years but i very well remember that i never liked her and that her manners were dictatorial and insolent she has the reputation of being remarkably sensible and clever but i rather believe she derives part of her abilities from her rank and fortune part from her authoritative manner and the rest from the pride for her nephew who chooses that everyone connected with him should have an understanding of the first class elizabeth allowed that he had given a very rational account of it and they continued talking together with mutual satisfaction till supper put an end to cards and gave the rest of the ladies their share of mr wickhams attentions there could be no conversation in the noise of mrs phillipss supper,JaneAustin,female,victorian
537,jane listened with astonishment and concern she knew not how to believe that mr darcy could be so unworthy of mr bingleys regard and yet it was not in her nature to question the veracity of a young man of such amiable appearance as wickham the possibility of his having endured such unkindness was enough to interest all her tender feelings and nothing remained therefore to be done but to think well of them both to defend the conduct of each and throw into the account of accident or mistake whatever could not be otherwise explained they have both said she been deceived i dare say in some way or other of which we can form no idea interested people have perhaps misrepresented each to the other it is in short impossible for us to conjecture the causes or circumstances which may have alienated them without actual blame on either side,JaneAustin,female,victorian
538,not been a netherfield ball to prepare for and talk of the younger miss bennets would have been in a very pitiable state at this time for from the day of the invitation to the day of the ball there was such a succession of rain as prevented their walking to meryton once no aunt no officers no news could be sought afterthe very shoeroses for netherfield were got by proxy even elizabeth might have found some trial of her patience in weather which totally suspended the improvement of her acquaintance with mr wickham and nothing less than a dance on tuesday could have made such a friday saturday sunday and monday endurable to kitty and lydia chapter 18 till elizabeth entered the drawingroom at netherfield and looked in vain for mr wickham among the cluster of red coats there assembled a doubt of his being present had never occurred to,JaneAustin,female,victorian
539,in his application for her hand that without knowing what she did she accepted him he walked away again immediately and she was left to fret over her own want of presence of mind charlotte tried to console her i dare say you will find him very agreeable heaven forbid that would be the greatest misfortune of all to find a man agreeable whom one is determined to hate do not wish me such an evil when the dancing recommenced however and darcy approached to claim her hand charlotte could not help cautioning her in a whisper not to be a simpleton and allow her fancy for wickham to make her appear unpleasant in the eyes of a man ten times his consequence elizabeth made no answer and took her place in the set amazed at the dignity to which she was arrived in being allowed to stand opposite to mr,JaneAustin,female,victorian
540,length darcy spoke and in a constrained manner said mr wickham is blessed with such happy manners as may ensure his making friendswhether he may be equally capable of retaining them is less certain he has been so unlucky as to lose your friendship replied elizabeth with emphasis and in a manner which he is likely to suffer from all his life darcy made no answer and seemed desirous of changing the subject at that moment sir william lucas appeared close to them meaning to pass through the set to the other side of the room but on perceiving mr darcy he stopped with a bow of superior courtesy to compliment him on his dancing and his partner i have been most highly gratified indeed my dear sir such very superior dancing is not often seen it is evident that you belong to the first circles allow me to say however,JaneAustin,female,victorian
541,not have interrupted two people in the room who had less to say for themselves we have tried two or three subjects already without success and what we are to talk of next i cannot imagine what think you of books said he smiling booksoh no i am sure we never read the same or not with the same feelings i am sorry you think so but if that be the case there can at least be no want of subject we may compare our different opinions noi cannot talk of books in a ballroom my head is always full of something else the present always occupies you in such scenesdoes it said he with a look of doubt yes always she replied without knowing what she said for her thoughts had wandered far from the subject as soon afterwards appeared by her suddenly exclaiming i remember hearing you once say,JaneAustin,female,victorian
542,lady catherine de bourgh in this assembly i am most thankful that the discovery is made in time for me to pay my respects to him which i am now going to do and trust he will excuse my not having done it before my total ignorance of the connection must plead my apology you are not going to introduce yourself to mr darcy indeed i am i shall entreat his pardon for not having done it earlier i believe him to be lady catherines nephew it will be in my power to assure him that her ladyship was quite well yesterday sennight elizabeth tried hard to dissuade him from such a scheme assuring him that mr darcy would consider his addressing him without introduction as an impertinent freedom rather than a compliment to his aunt that it was not in the least necessary there should be any notice on either,JaneAustin,female,victorian
543,talked of and she had the mortification of seeing mary after very little entreaty preparing to oblige the company by many significant looks and silent entreaties did she endeavour to prevent such a proof of complaisance but in vain mary would not understand them such an opportunity of exhibiting was delightful to her and she began her song elizabeths eyes were fixed on her with most painful sensations and she watched her progress through the several stanzas with an impatience which was very ill rewarded at their close for mary on receiving amongst the thanks of the table the hint of a hope that she might be prevailed on to favour them again after the pause of half a minute began another marys powers were by no means fitted for such a display her voice was weak and her manner affected elizabeth was in agonies she looked at jane to see,JaneAustin,female,victorian
544,house to themselves they repulsed every attempt of mrs bennet at conversation and by so doing threw a languor over the whole party which was very little relieved by the long speeches of mr collins who was complimenting mr bingley and his sisters on the elegance of their entertainment and the hospitality and politeness which had marked their behaviour to their guests darcy said nothing at all mr bennet in equal silence was enjoying the scene mr bingley and jane were standing together a little detached from the rest and talked only to each other elizabeth preserved as steady a silence as either mrs hurst or miss bingley and even lydia was too much fatigued to utter more than the occasional exclamation of lord how tired i am accompanied by a violent yawn when at length they arose to take leave mrs bennet was most pressingly civil in her hope of,JaneAustin,female,victorian
545,gentlewoman for my sake and for your own let her be an active useful sort of person not brought up high but able to make a small income go a good way this is my advice find such a woman as soon as you can bring her to hunsford and i will visit her allow me by the way to observe my fair cousin that i do not reckon the notice and kindness of lady catherine de bourgh as among the least of the advantages in my power to offer you will find her manners beyond anything i can describe and your wit and vivacity i think must be acceptable to her especially when tempered with the silence and respect which her rank will inevitably excite thus much for my general intention in favour of matrimony it remains to be told why my views were directed towards longbourn instead of my,JaneAustin,female,victorian
546,all disapprove of you and you may be certain when i have the honour of seeing her again i shall speak in the very highest terms of your modesty economy and other amiable qualification indeed mr collins all praise of me will be unnecessary you must give me leave to judge for myself and pay me the compliment of believing what i say i wish you very happy and very rich and by refusing your hand do all in my power to prevent your being otherwise in making me the offer you must have satisfied the delicacy of your feelings with regard to my family and may take possession of longbourn estate whenever it falls without any selfreproach this matter may be considered therefore as finally settled and rising as she thus spoke she would have quitted the room had mr collins not thus addressed her when i do myself the,JaneAustin,female,victorian
547,of their interview with the result of which he trusted he had every reason to be satisfied since the refusal which his cousin had steadfastly given him would naturally flow from her bashful modesty and the genuine delicacy of her character this information however startled mrs bennet she would have been glad to be equally satisfied that her daughter had meant to encourage him by protesting against his proposals but she dared not believe it and could not help saying so but depend upon it mr collins she added that lizzy shall be brought to reason i will speak to her about it directly she is a very headstrong foolish girl and does not know her own interest but i will make her know it pardon me for interrupting you madam cried mr collins but if she is really headstrong and foolish i know not whether she would altogether be a,JaneAustin,female,victorian
548,not have her mr bennet raised his eyes from his book as she entered and fixed them on her face with a calm unconcern which was not in the least altered by her communication i have not the pleasure of understanding you said he when she had finished her speech of what are you talking of mr collins and lizzy lizzy declares she will not have mr collins and mr collins begins to say that he will not have lizzy and what am i to do on the occasion it seems an hopeless business speak to lizzy about it yourself tell her that you insist upon her marrying him let her be called down she shall hear my opinion mrs bennet rang the bell and miss elizabeth was summoned to the library come here child cried her father as she appeared i have sent for you on an affair of importance,JaneAustin,female,victorian
549,silent on this point far be it from me he presently continued in a voice that marked his displeasure to resent the behaviour of your daughter resignation to inevitable evils is the duty of us all the peculiar duty of a young man who has been so fortunate as i have been in early preferment and i trust i am resigned perhaps not the less so from feeling a doubt of my positive happiness had my fair cousin honoured me with her hand for i have often observed that resignation is never so perfect as when the blessing denied begins to lose somewhat of its value in our estimation you will not i hope consider me as showing any disrespect to your family my dear madam by thus withdrawing my pretensions to your daughters favour without having paid yourself and mr bennet the compliment of requesting you to interpose your authority,JaneAustin,female,victorian
550,attentions which he had been so sensible of himself were transferred for the rest of the day to miss lucas whose civility in listening to him was a seasonable relief to them all and especially to her friend the morrow produced no abatement of mrs bennets illhumour or ill health mr collins was also in the same state of angry pride elizabeth had hoped that his resentment might shorten his visit but his plan did not appear in the least affected by it he was always to have gone on saturday and to saturday he meant to stay after breakfast the girls walked to meryton to inquire if mr wickham were returned and to lament over his absence from the netherfield ball he joined them on their entering the town and attended them to their aunts where his regret and vexation and the concern of everybody was well talked over to,JaneAustin,female,victorian
551,is from caroline bingley what it contains has surprised me a good deal the whole party have left netherfield by this time and are on their way to townand without any intention of coming back again you shall hear what she says she then read the first sentence aloud which comprised the information of their having just resolved to follow their brother to town directly and of their meaning to dine in grosvenor street where mr hurst had a house the next was in these words i do not pretend to regret anything i shall leave in hertfordshire except your society my dearest friend but we will hope at some future period to enjoy many returns of that delightful intercourse we have known and in the meanwhile may lessen the pain of separation by a very frequent and most unreserved correspondence i depend on you for that to these highflown expressions,JaneAustin,female,victorian
552,may abound in the gaieties which that season generally brings and that your beaux will be so numerous as to prevent your feeling the loss of the three of whom we shall deprive you it is evident by this added jane that he comes back no more this winter it is only evident that miss bingley does not mean that he should why will you think so it must be his own doing he is his own master but you do not know all i will read you the passage which particularly hurts me i will have no reserves from you mr darcy is impatient to see his sister and to confess the truth we are scarcely less eager to meet her again i really do not think georgiana darcy has her equal for beauty elegance and accomplishments and the affection she inspires in louisa and myself is heightened into something,JaneAustin,female,victorian
553,hear of the departure of the family without being alarmed on the score of the gentlemans conduct but even this partial communication gave her a great deal of concern and she bewailed it as exceedingly unlucky that the ladies should happen to go away just as they were all getting so intimate together after lamenting it however at some length she had the consolation that mr bingley would be soon down again and soon dining at longbourn and the conclusion of all was the comfortable declaration that though he had been invited only to a family dinner she would take care to have two full courses chapter 22 the bennets were engaged to dine with the lucases and again during the chief of the day was miss lucas so kind as to listen to mr collins elizabeth took an opportunity of thanking her it keeps him in good humour said she,JaneAustin,female,victorian
554,express charlotte assured her friend of her satisfaction in being useful and that it amply repaid her for the little sacrifice of her time this was very amiable but charlottes kindness extended farther than elizabeth had any conception of its object was nothing else than to secure her from any return of mr collinss addresses by engaging them towards herself such was miss lucass scheme and appearances were so favourable that when they parted at night she would have felt almost secure of success if he had not been to leave hertfordshire so very soon but here she did injustice to the fire and independence of his character for it led him to escape out of longbourn house the next morning with admirable slyness and hasten to lucas lodge to throw himself at her feet he was anxious to avoid the notice of his cousins from a conviction that if they,JaneAustin,female,victorian
555,a very agreeable companion but on the following morning every hope of this kind was done away miss lucas called soon after breakfast and in a private conference with elizabeth related the event of the day before the possibility of mr collinss fancying himself in love with her friend had once occurred to elizabeth within the last day or two but that charlotte could encourage him seemed almost as far from possibility as she could encourage him herself and her astonishment was consequently so great as to overcome at first the bounds of decorum and she could not help crying out engaged to mr collins my dear charlotteimpossible the steady countenance which miss lucas had commanded in telling her story gave way to a momentary confusion here on receiving so direct a reproach though as it was no more than she expected she soon regained her composure and calmly replied why,JaneAustin,female,victorian
556,he unfolded the matterto an audience not merely wondering but incredulous for mrs bennet with more perseverance than politeness protested he must be entirely mistaken and lydia always unguarded and often uncivil boisterously exclaimed good lord sir william how can you tell such a story do not you know that mr collins wants to marry lizzy nothing less than the complaisance of a courtier could have borne without anger such treatment but sir williams good breeding carried him through it all and though he begged leave to be positive as to the truth of his information he listened to all their impertinence with the most forbearing courtesy elizabeth feeling it incumbent on her to relieve him from so unpleasant a situation now put herself forward to confirm his account by mentioning her prior knowledge of it from charlotte herself and endeavoured to put a stop to the exclamations of her mother,JaneAustin,female,victorian
557,he said to discover that charlotte lucas whom he had been used to think tolerably sensible was as foolish as his wife and more foolish than his daughter jane confessed herself a little surprised at the match but she said less of her astonishment than of her earnest desire for their happiness nor could elizabeth persuade her to consider it as improbable kitty and lydia were far from envying miss lucas for mr collins was only a clergyman and it affected them in no other way than as a piece of news to spread at meryton lady lucas could not be insensible of triumph on being able to retort on mrs bennet the comfort of having a daughter well married and she called at longbourn rather oftener than usual to say how happy she was though mrs bennets sour looks and illnatured remarks might have been enough to drive happiness away,JaneAustin,female,victorian
558,think that charlotte lucas should ever be mistress of this house that i should be forced to make way for her and live to see her take her place in it my dear do not give way to such gloomy thoughts let us hope for better things let us flatter ourselves that i may be the survivor this was not very consoling to mrs bennet and therefore instead of making any answer she went on as before i cannot bear to think that they should have all this estate if it was not for the entail i should not mind it what should not you mind i should not mind anything at all let us be thankful that you are preserved from a state of such insensibility i never can be thankful mr bennet for anything about the entail how anyone could have the conscience to entail away an estate from,JaneAustin,female,victorian
559,concluded with her brothers regret at not having had time to pay his respects to his friends in hertfordshire before he left the country hope was over entirely over and when jane could attend to the rest of the letter she found little except the professed affection of the writer that could give her any comfort miss darcys praise occupied the chief of it her many attractions were again dwelt on and caroline boasted joyfully of their increasing intimacy and ventured to predict the accomplishment of the wishes which had been unfolded in her former letter she wrote also with great pleasure of her brothers being an inmate of mr darcys house and mentioned with raptures some plans of the latter with regard to new furniture elizabeth to whom jane very soon communicated the chief of all this heard it in silent indignation her heart was divided between concern for her,JaneAustin,female,victorian
560,really love and still fewer of whom i think well the more i see of the world the more am i dissatisfied with it and every day confirms my belief of the inconsistency of all human characters and of the little dependence that can be placed on the appearance of merit or sense i have met with two instances lately one i will not mention the other is charlottes marriage it is unaccountable in every view it is unaccountable my dear lizzy do not give way to such feelings as these they will ruin your happiness you do not make allowance enough for difference of situation and temper consider mr collinss respectability and charlottes steady prudent character remember that she is one of a large family that as to fortune it is a most eligible match and be ready to believe for everybodys sake that she may feel something like regard,JaneAustin,female,victorian
561,sir but a less agreeable man would satisfy me we must not all expect janes good fortune true said mr bennet but it is a comfort to think that whatever of that kind may befall you you have an affectionate mother who will make the most of it mr wickhams society was of material service in dispelling the gloom which the late perverse occurrences had thrown on many of the longbourn family they saw him often and to his other recommendations was now added that of general unreserve the whole of what elizabeth had already heard his claims on mr darcy and all that he had suffered from him was now openly acknowledged and publicly canvassed and everybody was pleased to know how much they had always disliked mr darcy before they had known anything of the matter miss bennet was the only creature who could suppose there might be any,JaneAustin,female,victorian
562,his friends successfully combated by the more natural influence of janes attractions miss bennet accepted her aunts invitation with pleasure and the bingleys were no otherwise in her thoughts at the same time than as she hoped by carolines not living in the same house with her brother she might occasionally spend a morning with her without any danger of seeing him the gardiners stayed a week at longbourn and what with the phillipses the lucases and the officers there was not a day without its engagement mrs bennet had so carefully provided for the entertainment of her brother and sister that they did not once sit down to a family dinner when the engagement was for home some of the officers always made part of itof which officers mr wickham was sure to be one and on these occasions mrs gardiner rendered suspicious by elizabeths warm commendation narrowly observed them,JaneAustin,female,victorian
563,assured her that she was and elizabeth having thanked her for the kindness of her hints they parted a wonderful instance of advice being given on such a point without being resented mr collins returned into hertfordshire soon after it had been quitted by the gardiners and jane but as he took up his abode with the lucases his arrival was no great inconvenience to mrs bennet his marriage was now fast approaching and she was at length so far resigned as to think it inevitable and even repeatedly to say in an illnatured tone that she wished they might be happy thursday was to be the wedding day and on wednesday miss lucas paid her farewell visit and when she rose to take leave elizabeth ashamed of her mothers ungracious and reluctant good wishes and sincerely affected herself accompanied her out of the room as they went downstairs together charlotte,JaneAustin,female,victorian
564,in all this but i will endeavour to banish every painful thought and think only of what will make me happyyour affection and the invariable kindness of my dear uncle and aunt let me hear from you very soon miss bingley said something of his never returning to netherfield again of giving up the house but not with any certainty we had better not mention it i am extremely glad that you have such pleasant accounts from our friends at hunsford pray go to see them with sir william and maria i am sure you will be very comfortable thereyours etc this letter gave elizabeth some pain but her spirits returned as she considered that jane would no longer be duped by the sister at least all expectation from the brother was now absolutely over she would not even wish for a renewal of his attentions his character sunk on every,JaneAustin,female,victorian
565,that the former had from her heart given up the acquaintance mrs gardiner then rallied her niece on wickhams desertion and complimented her on bearing it so well but my dear elizabeth she added what sort of girl is miss king i should be sorry to think our friend mercenary pray my dear aunt what is the difference in matrimonial affairs between the mercenary and the prudent motive where does discretion end and avarice begin last christmas you were afraid of his marrying me because it would be imprudent and now because he is trying to get a girl with only ten thousand pounds you want to find out that he is mercenary if you will only tell me what sort of girl miss king is i shall know what to think she is a very good kind of girl i believe i know no harm of her but he paid,JaneAustin,female,victorian
566,furniture in the room from the sideboard to the fender to give an account of their journey and of all that had happened in london mr collins invited them to take a stroll in the garden which was large and well laid out and to the cultivation of which he attended himself to work in this garden was one of his most respectable pleasures and elizabeth admired the command of countenance with which charlotte talked of the healthfulness of the exercise and owned she encouraged it as much as possible here leading the way through every walk and cross walk and scarcely allowing them an interval to utter the praises he asked for every view was pointed out with a minuteness which left beauty entirely behind he could number the fields in every direction and could tell how many trees there were in the most distant clump but of all the,JaneAustin,female,victorian
567,built and convenient and everything was fitted up and arranged with a neatness and consistency of which elizabeth gave charlotte all the credit when mr collins could be forgotten there was really an air of great comfort throughout and by charlottes evident enjoyment of it elizabeth supposed he must be often forgotten she had already learnt that lady catherine was still in the country it was spoken of again while they were at dinner when mr collins joining in observed yes miss elizabeth you will have the honour of seeing lady catherine de bourgh on the ensuing sunday at church and i need not say you will be delighted with her she is all affability and condescension and i doubt not but you will be honoured with some portion of her notice when service is over i have scarcely any hesitation in saying she will include you and my sister maria,JaneAustin,female,victorian
568,ladyship with great condescension arose to receive them and as mrs collins had settled it with her husband that the office of introduction should be hers it was performed in a proper manner without any of those apologies and thanks which he would have thought necessary in spite of having been at st jamess sir william was so completely awed by the grandeur surrounding him that he had but just courage enough to make a very low bow and take his seat without saying a word and his daughter frightened almost out of her senses sat on the edge of her chair not knowing which way to look elizabeth found herself quite equal to the scene and could observe the three ladies before her composedly lady catherine was a tall large woman with stronglymarked features which might once have been handsome her air was not conciliating nor was her manner of,JaneAustin,female,victorian
569,visitors forget their inferior rank she was not rendered formidable by silence but whatever she said was spoken in so authoritative a tone as marked her selfimportance and brought mr wickham immediately to elizabeths mind and from the observation of the day altogether she believed lady catherine to be exactly what he represented when after examining the mother in whose countenance and deportment she soon found some resemblance of mr darcy she turned her eyes on the daughter she could almost have joined in marias astonishment at her being so thin and so small there was neither in figure nor face any likeness between the ladies miss de bourgh was pale and sickly her features though not plain were insignificant and she spoke very little except in a low voice to mrs jenkinson in whose appearance there was nothing remarkable and who was entirely engaged in listening to what she said,JaneAustin,female,victorian
570,most gracious smiles especially when any dish on the table proved a novelty to them the party did not supply much conversation elizabeth was ready to speak whenever there was an opening but she was seated between charlotte and miss de bourghthe former of whom was engaged in listening to lady catherine and the latter said not a word to her all dinnertime mrs jenkinson was chiefly employed in watching how little miss de bourgh ate pressing her to try some other dish and fearing she was indisposed maria thought speaking out of the question and the gentlemen did nothing but eat and admire when the ladies returned to the drawingroom there was little to be done but to hear lady catherine talk which she did without any intermission till coffee came in delivering her opinion on every subject in so decisive a manner as proved that she was not used,JaneAustin,female,victorian
571,miss bennet a little oh thensome time or other we shall be happy to hear you our instrument is a capital one probably superior toyou shall try it some day do your sisters play and sing one of them does why did not you all learn you ought all to have learned the miss webbs all play and their father has not so good an income as yours do you draw no not at all what none of you not one that is very strange but i suppose you had no opportunity your mother should have taken you to town every spring for the benefit of masters my mother would have had no objection but my father hates london has your governess left you we never had any governess no governess how was that possible five daughters brought up at home without a governess i never heard of such a thing,JaneAustin,female,victorian
572,from the door elizabeth was called on by her cousin to give her opinion of all that she had seen at rosings which for charlottes sake she made more favourable than it really was but her commendation though costing her some trouble could by no means satisfy mr collins and he was very soon obliged to take her ladyships praise into his own hands chapter 30 sir william stayed only a week at hunsford but his visit was long enough to convince him of his daughters being most comfortably settled and of her possessing such a husband and such a neighbour as were not often met with while sir william was with them mr collins devoted his morning to driving him out in his gig and showing him the country but when he went away the whole family returned to their usual employments and elizabeth was thankful to find that they,JaneAustin,female,victorian
573,minutes conversation with charlotte but was scarcely ever prevailed upon to get out very few days passed in which mr collins did not walk to rosings and not many in which his wife did not think it necessary to go likewise and till elizabeth recollected that there might be other family livings to be disposed of she could not understand the sacrifice of so many hours now and then they were honoured with a call from her ladyship and nothing escaped her observation that was passing in the room during these visits she examined into their employments looked at their work and advised them to do it differently found fault with the arrangement of the furniture or detected the housemaid in negligence and if she accepted any refreshment seemed to do it only for the sake of finding out that mrs collinss joints of meat were too large for her family,JaneAustin,female,victorian
574,there in the course of a few weeks and though there were not many of her acquaintances whom she did not prefer his coming would furnish one comparatively new to look at in their rosings parties and she might be amused in seeing how hopeless miss bingleys designs on him were by his behaviour to his cousin for whom he was evidently destined by lady catherine who talked of his coming with the greatest satisfaction spoke of him in terms of the highest admiration and seemed almost angry to find that he had already been frequently seen by miss lucas and herself his arrival was soon known at the parsonage for mr collins was walking the whole morning within view of the lodges opening into hunsford lane in order to have the earliest assurance of it and after making his bow as the carriage turned into the park hurried home with,JaneAustin,female,victorian
